Meeting,Meeting Date,Origin,Index Title,Title,Published,Page URL,PDF URL
SAGE 96,2021-10-14,"SPI-B, SPI-M and EMG","SPI-B, SPI-M and EMG: Considerations for potential impact of Plan B measures, 13 October 2021","SPI-B/SPI-M/EMG: Considerations for potential impact of Plan B measures, 13 October 2021",2021-10-22,https://www.gov.uk/government/publications/spi-b-spi-m-and-emg-considerations-for-potential-impact-of-plan-b-measures-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027586/S1393_SPI-B_SPI-M_EMG_Considerations_for_potential_impact_of_Plan_B_measures_13_October_2021.pdf
SAGE 96,2021-10-14,SPI-B,"SPI-B: Behavioural considerations for maintaining or reintroducing behavioural interventions and introducing new measures in autumn 2021, 14 October 2021","SPI-B: Behavioural considerations for maintaining or reintroducing behavioural interventions and introducing new measures in Autumn 2021, 14 October 2021",2021-10-22,https://www.gov.uk/government/publications/spi-b-behavioural-considerations-for-maintaining-or-reintroducing-behavioural-interventions-and-introducing-new-measures-in-autumn-2021-14-october-2,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027840/S1394_SPI-B_Behavioural_considerations_for_maintaining_or_reintroducing_behavioural_interventions_and_introducing_new_measures_in_Autumn_2021.pdf
SAGE 96,2021-10-14,EMG and NERVTAG,"EMG and NERVTAG: Update on transmission and environmental and behavioural mitigation strategies, including in the context of Delta, 13 October 2021","EMG and NERVTAG: Update on transmission and environmental and behavioural mitigation strategies, including in the context of Delta, 13 October 2021 (Updated 26 November 2021)",,https://www.gov.uk/government/publications/emg-and-nervtag-update-on-transmission-and-environmental-and-behavioural-mitigation-strategies-including-in-the-context-of-delta-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1036475/S1395_EMG-Nervtag_Update_on_Transmission_and_Environmental_and_Behavioural_Mitigation_Strategies__including_in_the_context_of_Delta.pdf
SAGE 96,2021-10-14,NERVTAG,"NERVTAG: Respiratory infections, their interactions with SARS-CoV-2 and implications for winter 2021 to 2022, 20 September 2021","NERVTAG: Respiratory infections, their interactions with SARS-CoV-2 and implications for winter 2021 to 2022, 20 September 2021",2021-10-22,https://www.gov.uk/government/publications/nervtag-respiratory-infections-their-interactions-with-sars-cov-2-and-implications-for-winter-2021-to-2022-20-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027606/S1396_NERVTAG_Respiratory_infections__their_interactions_with_SARS-_CoV-2_and_implications_for_winter_2021_2022__20_September_2021.pdf
SAGE 96,2021-10-14,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG, 13 October 2021","Dynamic CO-CIN report to SAGE and NERVTAG, 13 October 2021",2021-10-22,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027796/S1399_CO-CIN_Dynamic_Report_3rd_Wave_from_1st_May_as_of_13th_Oct_2021.pdf
SAGE 96,2021-10-14,EMRG,"EMRG: Consensus statement on COVID-19, 6 October 2021","EMRG: Consensus statement on COVID-19, 6 October 2021",,https://www.gov.uk/government/publications/emrg-consensus-statement-on-covid-19-6-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1028075/emrg-consensus-statement-6-October-2021.pdf
SAGE 96,2021-10-14,University of Oxford and Nuffield College,"University of Oxford and Nuffield College: The impact of mandatory COVID-19 certificates on vaccine uptake - synthetic control modelling of 6 countries, 14 October 2021","University of Oxford and Nuffield College: The impact of mandatory COVID-19 certificates on vaccine uptake - synthetic control modelling of 6 countries, 14 October 2021",2021-10-22,https://www.gov.uk/government/publications/university-of-oxford-and-nuffield-college-the-impact-of-mandatory-covid-19-certificates-on-vaccine-uptake-synthetic-control-modelling-of-6-countrie,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027643/S1401_University_of_Oxford_and_Nuffield_College_The_impact_of_mandatory_COVID-19_certificates_on_vaccine_uptake_Synthetic_Control_Modelling_of_Six_Countries__14_October_2021.pdf
SAGE 96,2021-10-14,,"Testing when symptomatic, and staying at home with influenza-like illness, during autumn and winter 2021, 30 September 2021","Testing when symptomatic, and staying at home with influenza-like illness, during autumn and winter 2021, 30 September 2021",2021-10-22,https://www.gov.uk/government/publications/testing-when-symptomatic-and-staying-at-home-with-influenza-like-illness-during-autumn-and-winter-2021-30-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027649/S1402_Testing_when_symptomatic__and_staying_at_home_with_influenza-like_illness_during_autumn_and_winter_2021__30.09.2021_.pdf
SAGE 96,2021-10-14,ONS,"ONS: Coronavirus (COVID-19) Infection Survey Technical Article: Impact of vaccination on testing positive in the UK, 14 October 2021","ONS: Coronavirus (COVID-19) Infection Survey Technical Article: Impact of vaccination on testing positive in the UK, 14 October 2021",,https://www.gov.uk/government/publications/ons-coronavirus-covid-19-infection-survey-technical-article-impact-of-vaccination-on-testing-positive-in-the-uk-14-october-2021,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19infectionsurveytechnicalarticleimpactofvaccinationontestingpositiveintheuk/october2021/pdf
SAGE 96,2021-10-14,CMMID,CMMID: Social contacts in the UK from the CoMix social contact survey,CMMID: Social contacts in the UK from the CoMix social contact survey,,https://www.gov.uk/government/publications/cmmid-social-contacts-in-the-uk-from-the-comix-social-contact-survey,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027692/S1408_Comix_Report_Survey_Week_80.pdf
SAGE 96,2021-10-14,UKHSA,"UKHSA: Investigation of novel SARS-CoV-2 variants of concern (England) - Technical briefing 25, 15 October 2021","UKHSA: Investigation of novel SARS-CoV-2 variants of concern (England) - Technical briefing 25, 15 October 2021",,https://www.gov.uk/government/publications/ukhsa-investigation-of-novel-sars-cov-2-variants-of-concern-england-technical-briefing-25-15-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1025827/Technical_Briefing_25.pdf
SAGE 96,2021-10-14,UKHSA,"UKHSA: SARS-CoV-2 routine variant data update in England 15, 15 October 2021","UK HSA: SARS-CoV-2 routine variant data update in England 15, 15 October 2021",,https://www.gov.uk/government/publications/ukhsa-sars-cov-2-routine-variant-data-update-in-england-15-15-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1025832/variants-of-concern-variant-data-update-15-21-10-15.pdf
SAGE 96,2021-10-14,SPI-M-O,"SPI-M-O: Summary of modelling for scenarios for COVID-19 autumn and winter 2021 to 2022, 13 October 2021","SPI-M-O: Summary of modelling for scenarios for COVID-19 autumn and winter 2021 to 2022, 13 October 2021",2021-10-22,https://www.gov.uk/government/publications/spi-m-o-summary-of-modelling-for-scenarios-for-covid-19-autumn-and-winter-2021-to-2022-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027851/S1383_SPI-M-O_Summary_autumn_winter_scenarios.pdf
SAGE 96,2021-10-14,University of Warwick,"University of Warwick: Projections of SARS-CoV-2 transmission and COVID-19 disease until June 2022, 12 October 2021","University of Warwick: Projections of SARS-CoV-2 transmission and COVID-19 disease until June 2022 - the action of waning efficacy and boosters, 12 October 2021",,https://www.gov.uk/government/publications/university-of-warwick-projections-of-sars-cov-2-transmission-and-covid-19-disease-until-june-2022-the-action-of-waning-efficacy-and-boosters-12-oc,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027907/S1384_Warwick_Autumn_and_Winter_scenarios.pdf
SAGE 96,2021-10-14,LSHTM,"LSHTM: autumn and winter scenarios 2021 to 2022, 13 October 2021","LSHTM: Autumn and winter scenarios 2021 to 2022, 13 October 2021",2021-10-22,https://www.gov.uk/government/publications/lshtm-autumn-and-winter-scenarios-2021-to-2022-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1030874/S1385_SAGE96_LSHTM_Autumn_and_Winter_scenarios.pdf
SAGE 96,2021-10-14,Imperial College London,"Imperial College London: autumn and winter 2021 to 2022 - potential COVID-19 epidemic trajectories, 13 October 2021","Imperial College London autumn and winter 2021 to 2022 - potential COVID-19 epidemic trajectories - Part 1, 13 October 20212",,https://www.gov.uk/government/publications/imperial-college-london-autumn-and-winter-2021-to-2022-potential-covid-19-epidemic-trajectories-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027920/S1386_SPI-M_potential_winter_trajectories_Imperial_College.pdf
SAGE 96,2021-10-14,University of Bristol,"University of Bristol: Trade off between population immunity and return-to-work for COVID-19 control, autumn and winter 2021 scenarios, 12 October 2021","University of Bristol: Trade off between population immunity and return-to-work for COVID-19 control, Autumn and Winter 2021 Scenarios, 12 October 2021",2021-10-22,https://www.gov.uk/government/publications/university-of-bristol-trade-off-between-population-immunity-and-return-to-work-for-covid-19-control-autumn-and-winter-2021-scenarios-12-october-202,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027886/S1387_Bristol_Autumn_and_Winter_scenarios.pdf
SAGE 96,2021-10-14,SPI-M-O,"SPI-M-O: Summary of modelling considerations for the reimposition of measures, 13 October 2021","SPI-M-O: Summary of modelling considerations for the reimposition of measures, 13 October 2021",2021-10-22,https://www.gov.uk/government/publications/spi-m-o-summary-of-modelling-considerations-for-the-reimposition-of-measures-13-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1029670/S1389_SPI-M-O_Summary_reimposition.pdf
SAGE 96,2021-10-14,SPI-M-O,"SPI-M-O: Medium-term projections, 12 October 2021","SPI-M-O: Medium-Term Projections, 12 October 2021",2021-10-22,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-12-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1030877/S1382_SPI-M-O_MediumTermProjections_SAGE.pdf
SAGE 96,2021-10-14,JUNIPER,"JUNIPER: Control options for mitigating a rapid rise in infection, 12 October 2021","JUNIPER: Control options for mitigating a rapid rise in infection, 12 October 2021",2021-10-29,https://www.gov.uk/government/publications/juniper-control-options-for-mitigating-a-rapid-rise-in-infection-12-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1029656/S1392_Juniper_Consortium_Control_Options_for_Mitigating_a_Rapid_Rise_in_Infection.pdf
SAGE 96,2021-10-14,VEEP,"VEEP: Vaccine effectiveness table, 24 September 2021","VEEP: Vaccine effectiveness table, 24 September 2021",2021-10-29,https://www.gov.uk/government/publications/veep-vaccine-effectiveness-table-24-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1029794/S1411_VEEP_Vaccine_Effectiveness_Table_.pdf
SAGE 97,2021-11-29,SAGE Minutes,"SAGE 97 minutes: Coronavirus (COVID-19) response, 29 November 2021","SAGE 97 minutes: Coronavirus (COVID-19) response, 29 November 2021",2021-12-03,https://www.gov.uk/government/publications/sage-97-minutes-coronavirus-covid-19-response-29-november-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1037831/SAGE_97_Minutes_29_November_2021.pdf
SAGE 97,2021-11-29,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 24 November 2021","SPI-M-O: Consensus Statement, 24 November 2021",2021-12-03,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-24-november-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1038072/S1423_SPI-M-O_Consensus_Statement.pdf
SAGE 97,2021-11-29,NERVTAG,"NERVTAG: Brief note of the extraordinary meeting of NERVTAG subgroup on SARS-CoV-2 variant B.1.1.529, 25 November 2021","NERVTAG: Brief note of the extraordinary meeting of NERVTAG subgroup on SARS-CoV-2 variant B.1.1.529, 25 November 2021",2021-11-29,https://www.gov.uk/government/publications/nervtag-brief-note-of-the-extraordinary-meeting-of-nervtag-subgroup-on-sars-cov-2-variant-b11529-25-november-2021,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/file/890120528845
SAGE 98,2021-12-07,SAGE Minutes,"SAGE 98 minutes: Coronavirus (COVID-19) response, 7 December 2021","SAGE 98 minutes: Coronavirus (COVID-19) response, 7 December 2021",2021-12-08,https://www.gov.uk/government/publications/sage-98-minutes-coronavirus-covid-19-response-7-december-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1039514/S1429_SAGE_98__minutes.pdf
SAGE 98,2021-12-07,SPI-M-O,"SPI-M-O: Consensus Statement on COVID-19, 7 December 2021","SPI-M-O: Consensus Statement on COVID-19, 7 December 2021",2021-12-08,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-7-december-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1039515/S1427_SPI-M-O_Consensus_Statement_1_.pdf
SAGE 98,2021-12-07,NERVTAG,"NERVTAG: Antiviral drug resistance and the use of directly acting antiviral drugs (DAAs) for COVID-19, 8 December 2021","NERVTAG: Antiviral drug resistance and the use of directly acting antiviral drugs (DAAs) for COVID-19, 8 December 2021",2021-12-08,https://www.gov.uk/government/publications/nervtag-antiviral-drug-resistance-and-the-use-of-directly-acting-antiviral-drugs-daas-for-covid-19-8-december-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1039516/S1430_NERVTAG_Antiviral_drug_resistance_and_use_of_Direct_Acting_Antiviral_Drugs_.pdf
